Gn;SiO2;Al2O3;Fe2O3;CaO;SO3;K2O;Na2O;Dansite;s.CaO;C3S;C2S;C3A;C4AF;Alk Eq.;Toplam Alkali;Blaine;1 Gn;2 Gn;7 Gn;28 Gn
03.06.2025;21,08;5,80;3,38;66,39;0,95;0,61;0,10;1181;0,63;60,98;14,45;9,66;10,29;0,50;0,76;3067;16,00;25,30;40,90;55,80
04.06.2025;21,07;5,72;3,21;66,63;0,94;0,64;0,09;1170;0,60;62,97;12,93;9,73;9,77;0,51;0,78;3024;16,00;25,40;40,00;53,10
05.06.2025;21,18;5,90;3,33;66,06;1,02;0,64;0,10;1200;0,45;58,81;16,38;10,01;10,13;0,52;0,79;2985;14,00;22,60;35,50;50,80
06.06.2025;21,18;5,82;3,20;66,41;0,96;0,59;0,08;1202;0,53;60,81;14,87;10,02;9,74;0,47;0,71;3069;16,30;24,50;39,10;54,20
07.06.2025;21,23;5,90;3,23;66,55;0,80;0,58;0,08;1214;0,53;60,87;14,97;10,18;9,83;0,46;0,70;3071;14,90;25,30;38,00;53,10
08.06.2025;21,12;5,88;3,24;66,75;0,76;0,57;0,08;1212;0,63;62,35;13,54;10,11;9,86;0,46;0,69;3085;15,20;26,00;40,60;55,80
09.06.2025;21,24;5,78;3,32;66,46;0,91;0,63;0,08;1205;0,60;60,51;15,27;9,71;10,10;0,49;0,75;3081;15,30;25,80;39,70;55,30
10.06.2025;21,25;5,77;3,18;66,52;1,00;0,61;0,09;1218;0,53;60,97;14,95;9,92;9,68;0,49;0,75;3065;14,70;24,20;39,40;55,30
11.06.2025;21,15;5,85;3,25;66,52;0,97;0,63;0,09;1218;0,57;61,02;14,63;10,01;9,89;0,50;0,77;3032;14,30;23,60;38,20;53,50
12.06.2025;21,23;5,85;3,18;66,68;0,87;0,60;0,08;1141;0,70;60,92;14,93;10,13;9,68;0,47;0,72;2994;14,20;22,60;36,00;51,90
13.06.2025;21,04;5,85;3,25;66,93;0,79;0,61;0,08;1138;0,57;64,04;12,04;10,01;9,89;0,48;0,73;2991;14,50;23,70;36,00;50,60
14.06.2025;21,22;5,94;3,26;66,68;0,78;0,58;0,08;1171;0,50;61,35;14,58;10,23;9,92;0,46;0,70;2956;14,00;22,50;34,30;49,80
15.06.2025;21,33;5,88;3,26;66,43;0,91;0,61;0,08;1169;0,57;59,24;16,49;10,07;9,92;0,48;0,73;3056;14,30;25,00;37,70;54,10
16.06.2025;21,41;5,86;3,22;66,44;0,83;0,62;0,08;1160;0,55;59,17;16,77;10,09;9,80;0,49;0,74;3006;14,20;24,20;36,40;53,10
17.06.2025;21,46;5,88;3,21;66,40;0,86;0,61;0,08;1167;0,53;58,51;17,41;10,16;9,77;0,48;0,73;2983;12,90;22,00;32,60;48,50
18.06.2025;21,30;5,85;3,21;66,35;0,94;0,63;0,08;1170;0,53;59,49;16,21;10,08;9,77;0,49;0,75;2981;13,90;22,60;34,70;49,90
19.06.2025;21,07;5,72;3,17;66,58;1,02;0,63;0,08;1158;0,57;62,72;13,12;9,80;9,65;0,49;0,75;2965;15,40;24,00;36,90;51,90
20.06.2025;21,06;5,81;3,22;66,51;0,98;0,61;0,09;1155;0,57;61,95;13,67;9,95;9,80;0,49;0,75;3067;15,60;25,00;37,70;54,30
21.06.2025;21,08;5,65;3,35;66,99;0,79;0,53;0,09;1178;0,67;64,77;11,60;9,31;10,19;0,44;0,67;3082;15,90;24,90;38,80;53,20
22.06.2025;21,30;5,77;3,44;66,81;0,68;0,48;0,09;1181;0,59;62,07;14,27;9,48;10,47;0,41;0,62;3014;14,10;22,60;35,30;51,50
23.06.2025;21,45;5,86;3,48;66,30;0,87;0,52;0,08;1188;0,45;58,22;17,60;9,65;10,59;0,42;0,64;2991;12,90;22,20;34,70;51,60
24.06.2025;21,25;5,85;3,53;66,57;0,76;0,49;0,09;1184;0,50;60,95;14,97;9,54;10,74;0,41;0,63;2980;13,30;21,80;33,20;51,70
25.06.2025;21,42;5,86;3,33;66,47;0,92;0,47;0,07;1209;0,56;58,76;17,10;9,90;10,13;0,38;0,58;3069;14,10;23,20;36,70;54,10
26.06.2025;21,36;5,57;3,51;66,86;0,72;0,48;0,07;1160;0,53;63,19;13,59;8,83;10,68;0,39;0,59;3048;14,40;23,90;38,90;54,70
27.06.2025;21,55;5,48;3,51;66,73;0,69;0,50;0,08;1166;0,59;61,66;15,29;8,59;10,68;0,41;0,62;3094;14,80;24,70;39,10;56,00
28.06.2025;21,65;5,69;3,51;66,19;0,77;0,58;0,09;1200;0,56;57,19;18,95;9,15;10,68;0,47;0,72;2979;13,10;22,00;35,50;51,40
29.06.2025;21,62;5,61;3,32;66,27;0,86;0,60;0,09;1170;0,53;58,42;17,94;9,26;10,10;0,48;0,74;2967;13,80;22,10;35,70;53,40
30.06.2025;21,77;5,64;3,28;66,07;0,86;0,62;0,08;1152;0,47;56,56;19,77;9,40;9,98;0,49;0,74;3031;14,10;22,60;35,10;51,90
01.07.2025;21,53;5,36;3,29;66,70;0,86;0,58;0,07;1140;0,53;62,58;14,54;8,64;10,01;0,45;0,69;3076;15,70;25,60;39,30;55,50
02.07.2025;21,42;5,31;3,39;66,95;0,87;0,52;0,07;1148;0,64;64,15;13,05;8,34;10,32;0,41;0,63;3110;15,50;25,20;40,00;52,60
03.07.2025;21,46;5,36;3,56;66,78;0,79;0,50;0,08;1167;0,53;63,25;13,84;8,19;10,83;0,41;0,62;3066;13,80;23,80;37,50;
04.07.2025;21,48;5,30;3,45;66,62;0,98;0,55;0,08;1134;0,60;62,18;14,70;8,21;10,50;0,44;0,67;3067;15,70;25,00;39,40;
05.07.2025;;;;;;;;;;;;;;;;;;;;
06.07.2025;;;;;;;;;;;;;;;;;;;;
07.07.2025;21,33;5,46;3,35;66,55;1,19;0,53;0,08;1259;0,40;62,32;14,17;8,81;10,19;0,43;0,65;3007;14,10;23,00;39,60;
08.07.2025;21,30;5,22;3,54;66,98;0,90;0,51;0,07;1168;0,63;65,53;11,66;7,85;10,77;0,41;0,62;3140;14,50;24,40;39,30;
09.07.2025;21,45;5,43;3,48;66,67;0,89;0,51;0,09;1139;0,62;61,87;14,85;8,51;10,59;0,43;0,65;3012;13,80;22,90;38,30;
10.07.2025;21,09;5,72;3,42;66,54;0,93;0,59;0,09;1156;0,57;62,30;13,49;9,38;10,41;0,48;0,73;2986;14,90;22,90;36,00;
11.07.2025;21,24;5,44;3,35;66,93;0,86;0,54;0,08;1143;0,80;63,99;12,64;8,75;10,19;0,44;0,66;3044;16,00;24,80;38,30;
12.07.2025;21,57;5,68;3,59;66,19;0,84;0,49;0,09;1180;0,70;56,98;18,88;8,98;10,92;0,41;0,63;2986;12,30;21,20;34,40;
13.07.2025;21,59;5,52;3,47;66,45;0,90;0,50;0,09;1189;0,70;58,96;17,44;8,76;10,56;0,42;0,64;3002;12,90;21,20;34,80;
14.07.2025;21,38;5,53;3,58;66,58;0,93;0,48;0,08;1169;0,60;61,19;15,16;8,60;10,89;0,40;0,60;2957;12,50;21,30;34,80;
15.07.2025;21,56;5,73;3,47;66,21;0,91;0,54;0,09;1198;0,60;57,18;18,70;9,32;10,56;0,45;0,68;3015;13,60;21,90;37,00;
16.07.2025;21,50;5,68;3,41;66,30;0,95;0,58;0,08;1205;0,50;58,72;17,37;9,29;10,38;0,46;0,70;3011;13,70;22,90;37,10;
17.07.2025;21,50;5,60;3,54;66,63;0,78;0,49;0,07;1175;0,60;60,49;16,03;8,86;10,77;0,39;0,60;3009;12,90;21,90;35,10;
18.07.2025;21,14;5,51;3,50;67,14;0,83;0,45;0,08;1185;0,68;65,50;11,22;8,69;10,65;0,38;0,57;3118;15,80;25,30;42,10;
19.07.2025;;;;;;;;;;;;;;;;;;;;
20.07.2025;;;;;;;;;;;;;;;;;;;;
21.07.2025;;;;;;;;;;;;;;;;;;;;
22.07.2025;21,50;5,49;3,61;66,52;0,89;0,51;0,09;1175;0,50;60,78;15,82;8,45;10,99;0,43;0,65;3052;13,40;23,00;38,30;
23.07.2025;21,61;5,35;3,68;66,61;0,81;0,47;0,08;1174;0,60;60,97;15,99;7,96;11,20;0,39;0,59;3006;13,10;22,10;37,00;
24.07.2025;21,49;5,39;3,70;66,81;0,73;0,47;0,07;1133;0,70;62,22;14,70;8,03;11,26;0,38;0,58;3035;13,70;22,50;;
25.07.2025;21,49;5,75;3,68;66,23;0,78;0,55;0,08;1178;0,65;57,53;18,24;9,02;11,20;0,44;0,67;3029;13,80;22,40;;
26.07.2025;21,58;5,77;3,52;66,11;0,84;0,58;0,08;1177;0,53;56,77;19,07;9,34;10,71;0,46;0,70;3040;14,00;22,30;;
27.07.2025;21,44;5,74;3,41;66,31;0,92;0,59;0,08;1158;0,60;58,49;17,37;9,45;10,38;0,47;0,71;2989;13,80;22,70;;
28.07.2025;21,38;5,75;3,32;66,41;0,92;0,60;0,08;1163;0,50;59,82;16,19;9,63;10,10;0,47;0,72;3006;15,30;24,30;;
29.07.2025;21,24;5,74;3,27;66,62;0,91;0,57;0,09;1165;0,40;62,32;13,91;9,68;9,95;0,47;0,71;3086;14,90;;;
30.07.2025;21,34;5,67;3,29;66,51;0,95;0,62;0,08;1139;0,40;61,44;14,86;9,47;10,01;0,49;0,74;3075;;;;
31.07.2025;21,00;5,57;3,41;66,87;0,91;0,55;0,09;1125;0,60;65,29;10,98;9,00;10,38;0,45;0,69;;;;;
01.08.2025;21,17;5,64;3,34;66,70;0,87;0,63;0,09;1143;0,63;62,92;13,25;9,30;10,16;0,50;0,77;3084;15,90;25,50;40,20;
02.08.2025;21,31;5,69;3,44;66,37;0,94;0,58;0,09;1128;0,40;60,77;15,27;9,26;10,47;0,47;0,72;2990;14,40;24,00;37,90;
03.08.2025;21,40;5,66;3,41;66,34;0,94;0,58;0,09;1174;0,50;59,80;16,26;9,24;10,38;0,47;0,72;3080;15,10;24,90;37,30;
04.08.2025;;;;;;;;;;;;;;;;;;;;
05.08.2025;;;;;;;;;;;;;;;;;;;;
06.08.2025;21,29;5,67;3,38;66,08;1,30;0,60;0,09;1175;0,40;58,94;16,60;9,31;10,29;0,48;0,74;3210;19,00;28,70;43,30;
07.08.2025;21,50;5,54;3,46;66,66;0,84;0,50;0,08;1172;0,40;61,77;15,06;8,83;10,53;0,41;0,62;3092;13,20;23,90;38,70;
08.08.2025;21,37;5,43;3,55;66,85;0,85;0,48;0,09;1163;0,60;63,30;13,54;8,39;10,80;0,41;0,62;3079;13,50;24,30;40,40;
09.08.2025;21,37;5,78;3,61;66,40;0,81;0,54;0,08;1198;0,60;59,15;16,67;9,22;10,99;0,44;0,66;3006;12,90;22,90;37,70;
10.08.2025;21,55;5,76;3,52;66,18;0,80;0,62;0,08;1183;0,50;57,58;18,37;9,32;10,71;0,49;0,74;3038;13,30;22,60;35,20;
11.08.2025;21,41;5,75;3,44;66,47;0,78;0,60;0,08;1175;0,60;59,66;16,40;9,42;10,47;0,47;0,72;3060;14,30;24,20;38,60;
12.08.2025;21,54;5,82;3,33;66,40;0,78;0,56;0,08;1197;0,60;58,07;17,97;9,80;10,13;0,45;0,68;3054;14,90;24,30;39,10;
13.08.2025;20,93;5,83;3,30;67,03;0,86;0,53;0,09;1169;0,90;63,80;11,90;9,87;10,04;0,44;0,67;3062;15,30;25,10;40,30;
14.08.2025;20,67;5,46;3,14;67,81;0,94;0,56;0,09;1145;0,50;73,07;4,17;9,16;9,56;0,46;0,70;3092;15,90;26,80;44,10;
15.08.2025;21,49;5,89;3,45;66,21;0,91;0,55;0,09;1183;0,40;57,48;18,27;9,78;10,50;0,45;0,69;2985;12,80;22,10;36,00;
16.08.2025;21,23;5,81;3,45;66,53;0,93;0,55;0,09;1205;0,60;60,43;15,31;9,57;10,50;0,45;0,69;3038;14,80;23,90;38,40;
17.08.2025;21,10;5,85;3,55;66,44;0,93;0,56;0,09;1185;0,40;61,45;14,16;9,50;10,80;0,46;0,70;3010;14,20;23,80;38,10;
18.08.2025;21,01;5,71;3,44;66,68;0,93;0,59;0,08;1159;0,70;62,99;12,74;9,32;10,47;0,47;0,71;3026;14,60;24,60;38,50;
19.08.2025;21,00;5,78;3,47;66,79;0,78;0,55;0,08;1100;2,00;58,13;16,37;9,45;10,56;0,44;0,67;3080;14,40;22,70;33,00;
20.08.2025;20,93;5,83;3,54;66,79;0,80;0,53;0,09;1167;1,30;61,02;14,00;9,47;10,77;0,44;0,67;2993;15,80;25,50;38,90;
21.08.2025;21,05;5,86;3,51;66,63;0,82;0,53;0,08;1150;1,00;60,46;14,76;9,60;10,68;0,43;0,65;3018;14,90;23,60;36,00;
22.08.2025;20,97;5,67;3,49;66,79;0,88;0,55;0,08;1160;0,80;63,67;12,11;9,13;10,62;0,44;0,67;3030;16,90;26,20;41,20;
23.08.2025;20,78;5,89;3,58;66,55;0,92;0,59;0,09;1150;1,10;61,20;13,43;9,56;10,89;0,48;0,73;2994;16,20;24,90;36,20;
24.08.2025;20,98;5,73;3,46;66,63;0,93;0,62;0,08;1193;0,80;62,44;13,07;9,34;10,53;0,49;0,74;3022;14,20;24,40;39,30;
25.08.2025;20,92;5,68;3,44;66,69;1,01;0,61;0,08;1224;0,60;64,09;11,65;9,24;10,47;0,48;0,73;3040;17,00;26,30;38,60;
26.08.2025;20,92;5,66;3,43;66,79;0,94;0,64;0,08;1192;0,70;64,44;11,39;9,20;10,44;0,50;0,76;3010;16,00;25,50;40,30;
27.08.2025;21,06;5,78;3,50;66,48;0,90;0,63;0,08;1214;0,50;62,14;13,53;9,40;10,65;0,49;0,75;3076;14,10;24,20;39,50;
28.08.2025;21,18;5,70;3,45;66,53;0,88;0,62;0,08;1188;0,60;61,69;14,21;9,27;10,50;0,49;0,74;2949;14,10;23,40;37,70;
29.08.2025;20,96;5,72;3,38;66,73;0,90;0,64;0,08;1158;0,50;64,49;11,47;9,45;10,29;0,50;0,76;2985;15,90;25,40;38,40;
30.08.2025;21,15;5,83;3,39;66,52;0,80;0,63;0,08;1176;0,60;61,32;14,41;9,72;10,32;0,49;0,75;3045;15,40;24,90;37,50;
31.08.2025;21,15;5,80;3,40;66,53;0,83;0,65;0,09;1209;0,50;61,86;13,99;9,62;10,35;0,52;0,79;3068;14,20;23,90;36,50;
01.09.2025;21,37;5,77;3,39;66,46;0,70;0,63;0,08;1208;0,50;60,49;15,66;9,56;10,32;0,49;0,75;2945;13,50;21,70;34,20;
02.09.2025;21,08;5,72;3,36;66,97;0,70;0,62;0,08;1173;0,70;64,34;11,92;9,48;10,22;0,49;0,74;3042;14,40;24,80;40,40;
03.09.2025;21,33;5,68;3,42;66,76;0,68;0,59;0,08;1175;0,50;62,64;13,92;9,27;10,41;0,47;0,71;3001;14,30;23,90;38,40;
04.09.2025;21,52;5,58;3,39;66,69;0,67;0,60;0,08;1165;0,70;60,84;15,83;9,06;10,32;0,47;0,72;2951;12,70;22,20;36,90;
05.09.2025;21,19;5,63;3,42;66,90;0,71;0,58;0,10;1155;0,60;64,12;12,41;9,14;10,41;0,48;0,73;3052;15,70;24,60;38,60;
06.09.2025;21,35;5,64;3,60;66,66;0,61;0,58;0,09;1187;0,60;61,88;14,55;8,86;10,95;0,47;0,72;2995;13,60;23,30;36,30;
07.09.2025;21,33;5,71;3,56;66,69;0,59;0,57;0,08;1183;0,50;62,21;14,25;9,12;10,83;0,46;0,69;3047;14,00;23,50;36,90;
08.09.2025;21,32;5,58;3,47;66,93;0,62;0,55;0,08;1142;0,60;63,77;13,04;8,92;10,56;0,44;0,67;3005;13,70;23,20;36,90;
09.09.2025;21,49;5,86;3,56;66,30;0,61;0,60;0,10;1166;0,50;58,34;17,62;9,51;10,83;0,49;0,75;2960;12,60;21,60;34,00;
10.09.2025;21,51;5,79;3,49;66,48;0,61;0,59;0,09;1161;0,40;59,90;16,51;9,45;10,62;0,48;0,73;3014;12,70;21,20;33,10;
11.09.2025;21,54;5,90;3,51;66,36;0,59;0,58;0,09;1166;0,40;58,47;17,67;9,70;10,68;0,47;0,72;2953;13,30;21,40;34,20;
12.09.2025;21,44;5,83;3,47;66,46;0,65;0,59;0,08;1195;0,60;59,18;16,85;9,59;10,56;0,47;0,71;3074;14,40;24,40;38,20;
13.09.2025;21,46;5,91;3,48;66,46;0,60;0,58;0,09;1200;0,50;59,03;17,02;9,78;10,59;0,47;0,72;2963;12,50;21,20;34,00;
14.09.2025;21,36;5,87;3,47;66,50;0,66;0,60;0,09;1192;0,60;59,65;16,26;9,69;10,56;0,48;0,74;3003;13,10;23,20;37,20;
15.09.2025;21,14;5,76;3,38;66,95;0,66;0,59;0,08;1179;0,80;63,21;12,95;9,55;10,29;0,47;0,71;3020;15,00;24,60;39,60;
16.09.2025;21,10;5,91;3,46;66,71;0,72;0,54;0,09;1256;0,50;62,47;13,39;9,81;10,53;0,45;0,68;3066;15,20;23,90;40,20;
17.09.2025;21,19;5,65;3,56;66,88;0,68;0,55;0,08;1188;0,60;63,79;12,66;8,96;10,83;0,44;0,67;3032;14,90;25,10;38,30;
18.09.2025;21,02;5,70;3,56;67,08;0,60;0,54;0,08;1180;0,80;64,97;11,28;9,09;10,83;0,44;0,66;3083;14,80;24,90;39,20;
19.09.2025;21,27;5,69;3,56;66,75;0,64;0,59;0,09;1189;0,70;62,09;14,17;9,06;10,83;0,48;0,73;3098;15,20;25,50;40,40;
20.09.2025;21,26;5,86;3,53;66,63;0,62;0,58;0,09;1203;0,80;60,22;15,54;9,56;10,74;0,47;0,72;2980;13,70;22,00;37,70;
21.09.2025;21,36;5,81;3,51;66,50;0,69;0,60;0,09;1175;0,60;59,91;16,06;9,46;10,68;0,48;0,74;3060;14,00;23,10;35,20;
22.09.2025;21,38;5,79;3,49;66,62;0,61;0,59;0,05;1182;0,50;61,05;15,27;9,45;10,62;0,44;0,67;3045;13,80;23,10;37,10;
23.09.2025;21,38;5,75;3,43;66,72;0,63;0,58;0,06;1176;0,60;61,35;15,04;9,44;10,44;0,44;0,67;3034;14,60;24,10;39,20;
24.09.2025;21,42;5,77;3,53;66,58;0,60;0,58;0,06;1202;0,50;60,69;15,65;9,32;10,74;0,44;0,67;3043;14,00;23,80;36,50;
25.09.2025;21,32;5,79;3,54;66,60;0,63;0,59;0,05;1195;0,50;61,29;14,91;9,36;10,77;0,44;0,67;3080;14,80;25,20;39,30;
26.09.2025;21,28;5,69;3,45;66,87;0,62;0,56;0,06;1188;0,60;63,12;13,42;9,25;10,50;0,43;0,65;3071;14,90;24,40;37,80;
27.09.2025;21,39;5,82;3,61;66,44;0,64;0,59;0,05;1175;0,40;60,19;15,94;9,32;10,99;0,44;0,67;3061;13,30;23,20;38,00;
28.09.2025;21,27;5,71;3,57;66,66;0,66;0,58;0,06;1179;0,50;62,33;13,99;9,10;10,86;0,44;0,67;3075;13,50;23,30;39,20;
29.09.2025;21,63;5,69;3,48;66,40;0,64;0,60;0,09;1212;0,50;58,85;17,64;9,20;10,59;0,48;0,74;3085;13,20;23,20;37,60;
30.09.2025;21,43;5,77;3,49;66,52;0,65;0,60;0,09;1193;0,50;60,28;15,99;9,39;10,62;0,48;0,74;3050;13,60;23,30;37,30;
01.10.2025;21,50;5,73;3,50;66,48;0,66;0,60;0,09;1210;0,40;60,22;16,23;9,27;10,65;0,48;0,74;3069;13,00;23,00;36,50;
02.10.2025;21,44;5,82;3,51;66,43;0,67;0,59;0,09;1200;0,50;59,42;16,67;9,49;10,68;0,48;0,73;3072;13,80;24,40;38,90;
03.10.2025;21,62;5,73;3,42;66,40;0,68;0,61;0,09;1180;0,50;58,63;17,78;9,40;10,41;0,49;0,75;3059;12,60;22,20;37,10;
04.10.2025;21,66;5,89;3,45;66,28;0,64;0,56;0,09;1206;0,40;57,24;18,94;9,78;10,50;0,46;0,70;2955;11,60;20,60;34,70;
05.10.2025;21,55;5,78;3,42;66,44;0,68;0,59;0,08;1198;0,50;58,99;17,30;9,54;10,41;0,47;0,71;3032;12,70;21,90;35,80;
06.10.2025;21,37;5,69;3,45;66,68;0,71;0,58;0,08;1196;0,60;61,41;14,97;9,25;10,50;0,46;0,70;2997;13,60;24,00;39,20;
07.10.2025;21,24;5,62;3,45;66,79;0,80;0,59;0,08;1166;0,50;63,46;13,04;9,06;10,50;0,47;0,71;3025;14,40;24,30;38,90;
08.10.2025;21,14;5,59;3,54;66,84;0,75;0,57;0,09;1196;0,60;64,23;12,18;8,83;10,77;0,47;0,71;3052;14,10;24,70;39,50;
09.10.2025;21,04;5,69;3,63;66,75;0,77;0,56;0,08;1202;0,80;62,96;12,85;8,94;11,05;0,45;0,68;3051;13,60;24,30;40,10;
10.10.2025;21,05;5,56;3,70;66,99;0,68;0,50;0,08;1189;0,60;65,70;10,81;8,48;11,26;0,41;0,62;3003;14,90;25,20;41,10;
11.10.2025;21,12;5,78;3,72;66,69;0,67;0,53;0,09;1204;0,40;63,28;12,83;9,03;11,32;0,44;0,67;3025;13,30;22,20;36,60;
12.10.2025;21,33;5,80;3,55;66,61;0,65;0,59;0,08;1202;0,50;61,12;15,07;9,37;10,80;0,47;0,71;3005;13,50;23,50;38,10;
13.10.2025;21,31;5,77;3,51;66,59;0,69;0,61;0,08;1233;0,50;61,34;14,85;9,36;10,68;0,48;0,73;2985;14,50;24,70;37,70;
14.10.2025;21,55;5,76;3,49;66,36;0,68;0,61;0,08;1198;0,50;58,70;17,52;9,37;10,62;0,48;0,73;3063;14,30;23,50;37,20;
15.10.2025;21,38;5,66;3,57;66,75;0,65;0,51;0,07;1180;0,60;61,82;14,69;8,97;10,86;0,41;0,62;3053;13,40;23,60;39,00;
16.10.2025;21,40;5,63;3,62;66,74;0,64;0,50;0,07;1165;0,56;61,94;14,65;8,80;11,02;0,40;0,61;3063;13,70;23,70;39,40;
17.10.2025;21,48;5,74;3,50;66,34;0,77;0,61;0,07;1220;0,66;58,36;17,58;9,30;10,65;0,47;0,72;3053;14,90;23,00;38,00;
18.10.2025;21,42;5,77;3,52;66,39;0,73;0,62;0,08;1200;0,66;58,91;17,00;9,34;10,71;0,49;0,74;3043;13,60;23,10;37,40;
19.10.2025;21,30;5,79;3,51;66,54;0,72;0,61;0,09;1195;0,66;60,34;15,57;9,41;10,68;0,49;0,75;3032;13,80;24,00;39,50;
20.10.2025;21,33;5,73;3,48;66,60;0,73;0,61;0,09;1213;0,66;60,77;15,33;9,30;10,59;0,49;0,75;2985;14,60;23,40;35,60;
21.10.2025;21,23;5,78;3,54;66,49;0,83;0,56;0,08;1237;0,66;60,38;15,34;9,33;10,77;0,45;0,68;3120;14,90;25,50;40,10;
22.10.2025;21,38;5,72;3,42;66,61;0,75;0,59;0,08;1210;0,66;60,53;15,66;9,38;10,41;0,47;0,71;3092;13,70;23,70;37,80;
23.10.2025;21,54;5,80;3,44;66,34;0,72;0,59;0,08;1183;0,56;58,14;17,92;9,56;10,47;0,47;0,71;3001;13,70;22,60;36,70;
24.10.2025;21,42;5,70;3,44;66,53;0,74;0,60;0,08;1191;0,66;60,03;16,15;9,29;10,47;0,47;0,72;3038;14,30;;38,80;
25.10.2025;21,30;5,68;3,48;66,74;0,71;0,57;0,08;1203;0,56;62,37;14,04;9,17;10,59;0,46;0,69;3057;14,80;25,10;40,50;
26.10.2025;21,47;5,63;3,47;66,52;0,73;0,60;0,08;1200;0,86;59,25;16,88;9,06;10,56;0,47;0,72;3048;13,30;23,20;36,60;
27.10.2025;21,63;5,66;3,49;66,35;0,70;0,58;0,09;1202;0,96;56,79;19,19;9,10;10,62;0,47;0,72;2993;14,00;23,90;37,90;
28.10.2025;21,58;5,68;3,48;66,36;0,74;0,58;0,08;1181;0,77;57,75;18,32;9,17;10,59;0,46;0,70;3053;12,50;21,70;35,30;
29.10.2025;21,49;5,76;3,51;66,37;0,70;0,59;0,09;1215;0,96;57,24;18,45;9,33;10,68;0,48;0,73;3046;13,70;23,20;37,20;
30.10.2025;21,17;5,74;3,43;66,82;0,69;0,58;0,09;1205;0,88;62,11;13,87;9,41;10,44;0,47;0,72;3086;14,50;25,40;40,40;
31.10.2025;21,06;5,73;3,41;67,06;0,61;0,57;0,10;1265;1,21;62,90;12,95;9,42;10,38;0,48;0,72;3094;14,90;25,30;39,50;
01.11.2025;21,18;5,65;3,45;66,82;0,75;0,60;0,09;1235;0,88;62,43;13,65;9,14;10,50;0,48;0,74;3095;15,60;26,20;40,20;
02.11.2025;21,01;5,64;3,50;66,91;0,75;0,64;0,09;1200;0,77;64,54;11,57;9,03;10,65;0,51;0,78;3063;15,90;25,60;39,60;
03.11.2025;21,11;5,72;3,54;66,68;0,77;0,61;0,09;1218;0,77;62,19;13,63;9,18;10,77;0,49;0,75;3012;14,50;23,20;36,50;
04.11.2025;21,27;5,70;3,52;66,52;0,79;0,63;0,09;1224;0,66;60,88;15,08;9,16;10,71;0,50;0,77;3007;13,50;22,60;36,70;
05.11.2025;21,16;5,67;3,46;66,78;0,80;0,58;0,08;1228;0,77;62,58;13,48;9,18;10,53;0,46;0,70;3082;14,90;24,90;37,80;
06.11.2025;21,07;5,71;3,50;66,78;0,78;0,60;0,09;1153;0,99;62,10;13,58;9,22;10,65;0,48;0,74;3087;14,20;23,10;36,60;
07.11.2025;20,98;5,75;3,55;66,75;0,78;0,58;0,11;1196;1,19;61,51;13,77;9,24;10,80;0,49;0,75;3100;16,70;25,40;37,90;
08.11.2025;21,06;5,63;3,62;66,64;0,77;0,58;0,11;1222;1,10;61,55;13,97;8,80;11,02;0,49;0,75;3067;15,00;24,50;37,60;
09.11.2025;21,02;5,68;3,54;66,79;0,80;0,56;0,10;1193;0,99;62,61;13,06;9,07;10,77;0,47;0,71;3091;15,80;25,10;38,00;
10.11.2025;21,15;5,70;3,54;66,58;0,84;0,60;0,10;1227;0,77;61,41;14,33;9,12;10,77;0,49;0,75;3020;15,00;23,00;36,40;
11.11.2025;21,19;5,68;3,53;66,49;0,90;0,61;0,10;1213;1,19;59,01;16,26;9,09;10,74;0,50;0,76;3074;15,30;25,10;38,00;
12.11.2025;21,27;5,58;3,54;66,59;0,83;0,62;0,11;1227;0,88;60,93;15,04;8,80;10,77;0,52;0,79;3044;14,30;23,60;38,90;
13.11.2025;21,14;5,66;3,55;66,73;0,79;0,56;0,10;1261;0,77;62,50;13,49;9,00;10,80;0,47;0,71;3130;16,50;25,80;38,30;
14.11.2025;;;;;;;;;;;;;;;;;;;;
15.11.2025;;;;;;;;;;;;;;;;;;;;
16.11.2025;;;;;;;;;;;;;;;;;;;;
17.11.2025;;;;;;;;;;;;;;;;;;;;
18.11.2025;21,07;5,61;3,53;66,65;0,99;0,58;0,09;1255;0,77;62,50;13,28;8,90;10,74;0,47;0,72;2970;14,30;24,20;38,60;
19.11.2025;21,04;5,66;3,61;66,64;0,86;0,57;0,10;1200;0,77;62,60;13,12;8,90;10,99;0,48;0,72;3020;16,80;25,80;37,30;
20.11.2025;21,18;5,69;3,61;66,38;0,92;0,58;0,11;1198;0,88;59,66;15,74;8,98;10,99;0,49;0,75;2965;15,10;23,20;36,20;
21.11.2025;21,23;5,63;3,55;66,50;0,86;0,58;0,11;1230;0,99;59,98;15,64;8,92;10,80;0,49;0,75;3007;15,00;24,00;37,10;
22.11.2025;21,32;5,69;3,62;66,36;0,83;0,58;0,10;1219;1,21;57,41;17,83;8,96;11,02;0,48;0,73;3017;14,20;23,40;37,30;
23.11.2025;21,41;5,60;3,54;66,40;0,87;0,61;0,11;1210;0,99;58,39;17,35;8,86;10,77;0,51;0,78;3017;14,80;23,90;35,30;
24.11.2025;21,45;5,60;3,53;66,38;0,86;0,59;0,10;1222;0,77;58,95;17,05;8,87;10,74;0,49;0,74;2995;14,80;24,10;36,20;
25.11.2025;21,51;5,80;3,54;66,19;0,85;0,59;0,09;1238;0,77;56,39;19,15;9,39;10,77;0,48;0,73;3010;14,80;24,60;36,50;
